Murders,Robberies,Assaults,Burglaries,Larcenies,Auto_Thefts,Non.Violent,Total_Violent
11.22,132.35,385.84,1188.93,3896.54,224.33,5309.8,529.41
0.93,101.77,97.1,696.5,1689.9,345.45,2731.85,199.8
0,24.1,96.41,592.91,1884.79,106.05,2583.75,120.51
10.15,350.15,484.62,1773.57,2412.97,941.34,5127.88,844.92
6.83,403.12,273.3,1072.7,3737.36,710.58,5520.64,683.25
17.92,432.92,544.22,2457.93,5494.04,745.11,8697.08,995.06
7.82,242.57,759,2120.5,5524.26,657.28,8302.04,1009.39
0,75.19,103.38,460.53,3186.09,244.36,3890.98,178.57
0,114.25,252.02,446.92,3793.81,803.12,5043.85,366.27
0,123.17,15.4,823.71,5204,438.8,6466.51,138.57
0,48.5,109.12,860.81,1733.75,218.23,2812.79,157.62
11.91,424.12,913.76,2396.98,1296.18,1046,4739.16,1349.79
31.59,505.51,907.93,2304.74,5969.7,445.65,8720.09,1445.03
16.15,1508.01,802.44,2518.73,3327.63,3912.1,9758.46,2326.6
5.96,241.53,512.88,1323.95,3909.23,2006.8,7239.98,760.37
10.61,114.91,627.57,1474.36,5877.99,680.61,8032.96,753.09
0,90.3,108.36,529.74,4322.18,258.85,5110.77,198.66
0,8.94,89.39,652.54,3968.89,116.21,4737.64,98.33
0,194.3,437.18,932.65,4697.25,361.89,5991.79,631.48
13.78,119.39,45.92,877.07,6456.35,491.34,7824.76,179.09
7.26,21.78,435.6,348.48,1575.43,58.08,1981.99,464.64
0,29.84,67.14,440.16,1981.95,74.6,2496.71,96.98
0,65.59,204.96,568.41,1948.46,295.14,2812.01,270.55
0,42.13,610.87,758.32,3279.03,7.02,4044.37,653
0,112.72,516.14,1773.85,5855.48,296.63,7925.96,628.86
0,0,378.0046049,1340.83,3372.97915,7.21,4721.01915,378.0046049
0,4.76,38.08,299.84,894.77,185.62,1380.23,42.84
5.41,10.81,243.34,740.82,4693.67,86.52,5521.01,259.56
3.01,114.31,177.48,1461.96,5107.84,354.96,6924.76,294.8
0,16.2,56.72,56.72,1288.28,153.95,1498.95,72.92
0,49.06,84.11,2768.63,1184.55,294.39,4247.57,133.17
3.8,138.56,998.37,1210.95,4466.08,599.78,6276.81,1140.73
7.09,35.45,21.27,177.25,170.16,99.26,446.67,63.81
0,68.89,170.41,641.75,1189.22,634.49,2465.46,239.3
0,16.58,66.31,356.43,1715.85,49.73,2122.01,82.89
0,154.79,278.62,1253.81,3699.5,763.63,5716.94,433.41
4.79,23.96,124.57,455.18,2453.16,162.91,3071.25,153.32
5.96,71.5,77.45,613.68,2073.4,119.16,2806.24,154.91
7.66,99.61,30.65,679.37,3547.53,224.75,4451.65,137.92
3.58,114.71,301.11,419.4,2806.75,1028.78,4254.93,419.4
0,198.12,156.84,511.8,2988.28,883.28,4383.36,354.96
0,192.82,146.91,808.01,3103.48,505,4416.49,339.73
0,41.57,5.94,486.91,2137.64,77.19,2701.74,47.51
17.47,1144.95,598.75,1510.49,4680.3,1497.35,7688.14,1761.17
22.29,309.8,314.26,1163.44,2839.5,1252.59,5255.53,646.35
2.12,59.49,121.1,730.86,3943.23,161.47,4835.56,182.71
18.33,788.08,1203.49,3164.52,6157.98,3292.81,12615.31,2009.9
0,38.67,87.02,638.11,3258.24,77.35,3973.7,125.69
3.19,92.5,379.55,822.89,1556.47,315.76,2695.12,475.24
1.76,163.36,158.09,1039.91,2944.07,526.98,4510.96,323.21
10.29,818.44,767,1727.17,7065.29,2004.94,10797.4,1595.73
0,9.07,0,213.19,1056.88,36.29,1306.36,9.07
0,44.05,58.73,1008.22,4282.5,156.62,5447.34,102.78
0,42.12,126.36,303.26,2299.72,210.6,2813.58,168.48
5.24,60.3,508.61,1247.94,3303.36,284.46,4835.76,574.15
1.25,137.51,138.76,920.07,2900.22,848.81,4669.1,277.52
6.45,392.35,317.75,920.08,3003.4,347.22,4270.7,716.55
1.1,19.89,97.22,561.24,3191.77,171.24,3924.25,118.21
0,128.29,227.18,1427.24,4786.85,138.98,6353.07,355.47
17.24,433,936.5,1651.02,4610.43,561.48,6822.93,1386.74
0,0,329.4,936.2,3484.74,277.39,4698.33,329.4
0,40.57,76.63,486.84,2497.3,171.29,3155.43,117.2
0,198.71,113.06,1486.91,5666.71,113.06,7266.68,311.77
5.16,173.81,311.47,1338.82,3944.18,254.68,5537.68,490.44
0,8.76,35.04,262.79,2172.39,96.36,2531.54,43.8
0,124.48,167.99,786.78,3858.98,589.79,5235.55,292.47
0,48.59,40.02,483.05,2529.58,65.74,3078.37,88.61
0,12.85,545.96,969.88,2607.75,128.46,3706.09,558.81
0,28.46,18.97,493.31,1906.84,483.83,2883.98,47.43
0,0,9.24,161.66,974.55,78.52,1214.73,9.24
0,62.31,1038.55,922.23,3880.03,211.86,5014.12,1100.86
0,59.08,125.55,398.8,2326.35,73.85,2799,184.63
23.43,437.33,351.43,1616.56,2545.88,944.94,5107.38,812.19
0,94.11,196.77,740.04,3888.44,243.83,4872.31,290.88
14.63,368.3,577.65,1804.51,3530.34,1494.14,6828.99,960.58
0,67.22,412.91,873.82,1478.78,307.28,2659.88,480.13
9.42,9.42,292.01,367.37,941.97,9.42,1318.76,310.85
0,42,233.35,998.74,2522.52,364.03,3885.29,275.35
1.26,302.28,263.07,972.59,4145.85,605.82,5724.26,566.61
0,0,234.21,408.19,4871.52,80.3,5360.01,234.21
2.42,31.45,41.13,541.93,2020.13,300,2862.06,75
4.87,58.43,394.43,769.38,3462.21,282.43,4514.02,457.73
4.77,128.74,138.27,462.5,1759.4,314.69,2536.59,271.78
16.44,136.96,882.05,1019.01,4656.77,392.63,6068.41,1035.45
0,36.6,124.45,1266.47,5673.5,468.52,7408.49,161.05
19.03,472.19,306.14,1525.53,4815.28,541.37,6882.18,797.36
16.47,226.41,605.13,1289.84,4023.22,430.86,5743.92,848.01
0,8,343.81,199.89,559.69,15.99,775.57,351.81
0,0,508.01,366.89,1679.25,105.84,2151.98,508.01
3.93,188.58,198.4,942.88,2854.17,644.3,4441.35,390.91
0,56.61,132.09,264.18,932.18,181.15,1377.51,188.7
20.24,470.48,910.61,3409.72,6816.92,672.84,10899.48,1401.33
0,22.81,13.03,172.71,1368.61,110.79,1652.11,35.84
32.78,363.15,476.63,1742.62,4214.06,1177.72,7134.4,872.56
6.39,187.37,981.58,943.26,3379.11,319.39,4641.76,1175.34
0,28.18,61.06,422.71,1470.1,89.24,1982.05,89.24
5.27,195.03,73.8,395.34,5413.53,142.32,5951.19,274.1
2.71,13.55,48.79,355.1,3149.82,81.32,3586.24,65.05
0,111.92,71.95,343.77,1810.77,431.71,2586.25,183.87
0,28.39,82.02,1037.89,5558.53,340.7,6937.12,110.41
12.16,39.24,737.3,1161.22,4016.47,378.05,5555.74,788.7
26.29,72.29,236.59,368.03,506.05,26.29,900.37,335.17
0,25.84,68.9,301.43,1881.76,193.77,2376.96,94.74
21.21,237.6,602.49,1722.6,3020.92,844.33,5587.85,861.3
0,105.4,1519.94,1198.2,4398.96,404.95,6002.11,1625.34
15.53,0,46.6,225.24,419.42,31.07,675.73,62.13
7.49,209.85,659.52,2128.46,5516,337.26,7981.72,876.86
23.98,15.99,215.83,1558.75,1822.54,87.93,3469.22,255.8
12.98,216.25,640.11,1397,4960.86,1829.51,8187.37,869.34
0,77.32,154.63,1152.39,2227.46,298.22,3678.07,231.95
9.52,23.8,66.63,418.83,1489.7,52.35,1960.88,99.95
6.7,20.1,582.95,1206.11,2988.47,308.23,4502.81,609.75
3.54,366.59,152.06,1053.81,2027.47,941.83,4023.11,522.19
2.61,54.89,1186.74,488.81,3677.85,303.22,4469.88,1244.24
11.29,567.46,776.38,1558.4,4401.34,403.72,6363.46,1355.13
0,14.51,65.32,283.04,2213.51,72.57,2569.12,79.83
16.62,299.15,988.86,1288.02,4113.35,274.22,5675.59,1304.63
0,74.04,37.02,587.02,2321.65,692.79,3601.46,111.06
3.5,40.83,359.35,603.19,2851.44,742.03,4196.66,403.68
9.55,0,200.63,525.46,1136.91,57.32,1719.69,210.18
0,39.67,88.16,469.44,2613.89,222.6,3305.93,127.83
5.3,82.21,515.77,1276.83,5245.22,518.42,7040.47,603.28
17.8,741.04,1122.9,1449.39,4501.24,2166.64,8117.27,1881.74
0,39.28,58.91,711.87,3294.22,122.74,4128.83,98.19
0,3.58,35.8,329.35,1521.44,53.7,1904.49,39.38
0,129.5,299.47,1473.09,7381.63,412.79,9267.51,428.97
0,15.84,768.45,560.89,2847.23,253.51,3661.63,784.29
3.02,116.41,276.67,787.69,4671.7,527.64,5987.03,396.1
0,3.61,378.0046049,537.93,1794.29,137.19,2469.41,381.6146049
1.02,161.1,109.1,818.74,3806.15,465.45,5090.34,271.22
8.85,17.7,1256.64,1398.23,3053.1,238.94,4690.27,1283.19
12.29,164.72,309.77,698.22,3483.71,813.77,4995.7,486.78
0,8.9,35.61,587.55,2341.32,106.83,3035.7,44.51
16.85,463.39,1133.2,1714.55,3509.14,589.77,5813.46,1613.44
0,196.35,370.88,712.68,2523.45,1025.38,4261.51,567.23
0,63.12,352.89,562.33,2191.94,766.03,3520.3,416.01
0,24.87,33.16,514.05,2893.62,116.08,3523.75,58.03
34.88,880.79,841.55,2520.28,8480.86,3130.72,14131.86,1757.22
15.91,821.72,434.26,1732.35,3797.88,2016.86,7547.09,1271.89
0,110.96,140.16,642.41,2260.12,140.16,3042.69,251.12
1.07,119.71,917.09,935.26,2728.82,150.71,3814.79,1037.87
12.62,12.62,56.79,523.73,2088.59,208.23,2820.55,82.03
16.55,783.41,715.07,2345.21,2934.38,1311.44,6591.03,1515.03
0,267.21,496.75,859.88,6118.53,260.36,7238.77,763.96
0,4.69,51.63,384.89,2229.52,46.94,2661.35,56.32
8.66,51.95,121.21,744.59,1956.71,129.87,2831.17,181.82
0,34.28,11.43,742.77,1411.27,40,2194.04,45.71
19.31,9.65,193.05,907.34,3581.08,164.09,4652.51,222.01
13.43,415.32,828.71,1546.16,1906.81,1389.82,4842.79,1257.46
0,84.5,775.85,1344.29,9486.86,752.8,11583.95,860.35
0,14.47,65.09,455.66,3131.78,86.79,3674.23,79.56
0,105.32,505.56,990.05,3739.01,468.69,5197.75,610.88
25.61,162.17,1510.75,3687.27,8415.84,529.19,12632.3,1698.53
0,30.56,6.11,207.81,2249.25,55.01,2512.07,36.67
0,54.58,109.15,522.38,1910.18,109.15,2541.71,163.73
0,7.1,113.6,951.37,3081.29,134.9,4167.56,120.7
0,14.94,72.21,537.82,2377.87,114.54,3030.23,87.15
5.57,166.97,83.49,1263.43,5771.69,328.38,7363.5,256.03
0,62.16,53.28,301.93,5328.12,168.72,5798.77,115.44
0,67.91,8.49,543.25,2096.6,492.32,3132.17,76.4
15.47,23.2,77.34,719.26,2583.14,154.68,3457.08,116.01
0,16.66,58.3,466.43,2115.61,74.96,2657,74.96
2.34,86.42,96.93,748.6,4370.17,325.84,5444.61,185.69
0,0,103.33,223.89,5485.23,232.5,5941.62,103.33
4.81,115.53,72.21,789.49,2719.88,645.07,4154.44,192.55
0,26.92,287.18,1067.94,3257.65,224.36,4549.95,314.1
0,2.99,493.14,248.06,1285.15,200.25,1733.46,496.13
4.79,215.73,268.47,484.2,3648.31,958.82,5091.33,488.99
13.21,412.68,541.43,2099.7,3420.27,1224.83,6744.8,967.32
0,95.17,190.35,513.94,1399.07,295.04,2208.05,285.52
2.98,50.59,77.38,494.03,3612.99,130.95,4237.97,130.95
0,40,18.46,476.91,3012.22,846.13,4335.26,58.46
32.31,814.75,2054.34,3293.5,7927.45,1749.14,12970.09,2901.4
0,26.11,152.31,574.41,3024.37,230.64,3829.42,178.42
0,21.91,87.64,520.38,3357.8,125.99,4004.17,109.55
7.02,154.47,1179.61,856.62,5582.08,154.47,6593.17,1341.1
0,13.44,107.53,246.43,2921.28,116.49,3284.2,120.97
4.32,17.27,60.46,427.52,2465.78,73.41,2966.71,82.05
26.48,158.91,1244.79,1416.94,2105.54,1516.26,5038.74,1430.18
11.79,82.51,583.49,860.49,3618.79,719.04,5198.32,677.79
13.85,429.43,360.17,3349.59,7081.51,637.23,11068.33,803.45
0,45.77,239.02,818.76,2064.69,986.57,3870.02,284.79
23.7,165.88,490.86,819.23,2880.84,226.81,3926.88,680.44
17.29,60.51,190.16,648.28,3379.72,242.03,4270.03,267.96
0,24.38,146.29,560.79,2462.61,154.42,3177.82,170.67
13.22,99.11,1143.12,2104.53,5223.34,185.01,7512.88,1255.45
0,125.22,73.66,743.96,1112.26,110.49,1966.71,198.88
0,34.21,25.66,496.11,2365.07,119.75,2980.93,59.87
4.09,36.79,53.15,347.49,2481.5,94.03,2923.02,94.03
0,8.03,56.19,634.18,3475.96,136.47,4246.61,64.22
40.67,1201.21,775.5,1410.91,2034.56,2069.81,5515.28,2017.38
6.95,20.84,27.79,1347.97,4280.16,152.86,5780.99,55.58
0,60.38,362.25,594.46,3250.98,385.47,4230.91,422.63
0,228.33,104.15,853.23,1622.34,969.4,3444.97,332.48
19.48,393.41,845.25,3061.58,7011.26,416.78,10489.62,1258.14
1.93,44.43,329.35,622.01,3252.97,230.84,4105.82,375.71
0,14.58,174.93,670.55,3943.15,189.5,4803.2,189.51
14.32,303.06,897.52,1907.98,3391.21,1179.1,6478.29,1214.9
0,89.68,207.9,758.22,1634.67,232.36,2625.25,297.58
2.91,163.15,1485.8,973.05,2059.72,1220.68,4253.45,1651.86
0,0,139.93,319.04,934.74,100.75,1354.53,139.93
0,19.93,156.98,448.51,1951.01,151.99,2551.51,176.91
0,55.5,55.5,233.1,3085.8,116.55,3435.45,111
0,15.86,338.3,380.59,4461.36,142.72,4984.67,354.16
5.09,142.65,41.77,1301.14,3602.83,456.47,5360.44,189.51
0,23.29,26.21,163.06,856.07,218.39,1237.52,49.5
0,118.05,826.32,1047.66,3961.93,228.71,5238.3,944.37
0,0,566.68,528.9,1372.62,270.75,2172.27,566.68
11.44,108.71,240.3,2328.64,5978.94,343.29,8650.87,360.45
0,9.22,543.78,350.23,617.51,36.87,1004.61,553
20.53,129.99,307.88,1046.8,5110.84,253.15,6410.79,458.4
0,8.05,201.17,297.74,925.4,104.61,1327.75,209.22
0,149.83,112.37,739.77,9888.57,383.93,11012.27,262.2
0,80.38,189.46,941.55,3444.71,206.68,4592.94,269.84
0,0,85.63,642.21,963.32,85.63,1691.16,85.63
6.27,150.44,134.77,1375.92,4629.22,206.86,6212,291.48
0,8.47,338.95,161,1271.08,42.37,1474.45,347.42
0,0,24.84,278.18,884.21,49.67,1212.06,24.84
0,20.93,265.16,774.54,3147.02,334.94,4256.5,286.09
8.04,4.02,32.16,767.84,1419.1,40.2,2227.14,44.22
0,56.67,5.67,119.01,1666.19,175.69,1960.89,62.34
27.66,688.14,855.5,1578.22,2573.43,1272.54,5424.19,1571.3
3,9,74.98,611.84,4072.94,272.93,4957.71,86.98
18.64,64.2,650.33,1692.11,4753.23,182.26,6627.6,733.17
0,8.39,125.82,637.48,1501.43,142.59,2281.5,134.21
0,52.69,86.22,718.49,1096.9,426.31,2241.7,138.91
0,26.66,115.52,897.54,4674.31,355.46,5927.31,142.18
14.28,221.33,335.57,1235.18,5062.12,271.31,6568.61,571.18
0,28.8,129.59,480.94,2802.1,259.19,3542.23,158.39
37.61,628.25,2470.95,3205.38,7911.69,1150.86,12267.93,3136.81
15.98,218.39,330.24,2375.63,5182.7,383.51,7941.84,564.61
12.29,67.59,463.93,1376.43,6541.11,273.44,8190.98,543.81
0,70.4,168.97,591.38,2224.73,147.85,2963.96,239.37
24.58,236.01,1229.23,1470.15,9794.47,653.95,11918.57,1489.82
4.97,342.68,324.47,1768.04,4853.82,816.14,7438,672.12
6.47,271.59,254.35,1558.42,3610.46,448.34,5617.22,532.41
0,0,25.51,491.01,4004.59,89.27,4584.87,25.51
0,58.37,75.04,408.57,3251.9,325.19,3985.66,133.41
13.26,633.41,1473.06,2191.91,8060.57,1222.64,11475.12,2119.73
5.52,937.02,824.73,2925.2,5283.41,2623.29,10831.9,1767.27
1.65,31.34,90.72,418.98,2668.95,178.15,3266.08,123.71
0,70.23,21.95,346.76,2686.33,223.86,3256.95,92.18
0,15.18,40.47,273.18,860.02,217.53,1350.73,55.65
7.92,110.81,197.88,783.6,1970.87,102.9,2857.37,316.61
0,245.68,1000.91,1401.27,4476.8,54.6,5932.67,1246.59
5.57,362.1,183.83,1626.65,2203.22,1590.44,5420.31,551.5
0,7.22,14.44,332.18,2202.48,108.32,2642.98,21.66
0,38.41,334.69,625.48,2935.37,175.57,3736.42,373.1
0,57.89,123.01,311.14,1403.76,246.02,1960.92,180.9
30.81,84.72,46.21,962.72,4351.51,115.53,5429.76,161.74
42.54,771.31,522.23,3623.87,5946.51,2077.66,11648.04,1336.08
9.24,233.2,376.36,1304.55,2038.79,796.58,4139.92,618.8
0,31.69,50.7,196.45,1666.67,31.69,1894.81,82.39
0,117.95,137.61,399.71,2077.19,478.34,2955.24,255.56
8.31,241.05,108.06,748.1,4596.65,727.32,6072.07,357.42
4,275.8,307.78,1291.07,2774,523.62,4588.69,587.58
27.32,822.52,629.58,2399.53,5282.53,1638.91,9320.97,1479.42
7.16,512.61,349.37,1218.52,4879.79,1010.9,7109.21,869.14
0,30.79,92.36,500.27,1685.52,100.05,2285.84,123.15
6.61,6.61,165.23,753.47,3456.71,376.73,4586.91,178.45
0,41.82,104.56,1080.44,3373.76,181.24,4635.44,146.38
4.43,181.64,456.32,1391.1,5511.25,420.88,7323.23,642.39
0,23.78,39.64,356.75,3234.5,436.02,4027.27,63.42
0,169.08,183.17,412.64,4430.35,559.58,5402.57,352.25
8.37,117.16,87.87,1196.75,3293.16,447.74,4937.65,213.4
0,15.1,83.08,725.02,2628.2,151.05,3504.27,98.18
7.02,154.55,70.25,758.69,4137.69,316.12,5212.5,231.82
4.6,345.27,239.39,989.78,3526.38,731.98,5248.14,589.26
0,187.16,221.82,1053.65,2807.43,942.74,4803.82,408.98
0,31.75,52.92,733.79,1171.24,63.5,1968.53,84.67
0,38.28,68.91,643.14,1906.44,206.72,2756.3,107.19
0,110.3,185.03,725.88,2997.79,378.95,4102.62,295.33
0,23.32,75.8,548.1,1072.89,99.13,1720.12,99.12
0,18.22,43.45,323.8,1185.85,61.68,1571.33,61.67
4.09,163.64,372.27,1047.27,3974.31,630,5651.58,540
7.96,264.48,714.99,956.09,4988.01,939.66,6883.76,987.43
0,25.86,265.11,459.1,1603.62,226.32,2289.04,290.97
2.93,164.32,331.57,1138.5,1634.39,258.22,3031.11,498.82
0,7.18,646.04,380.45,1170.05,86.14,1636.64,653.22
19.08,318.07,852.42,1914.76,6024.17,432.57,8371.5,1189.57
25.16,150.98,257.93,1157.52,2849.77,358.58,4365.87,434.07
0,47.97,103.94,439.75,1247.3,99.94,1786.99,151.91
0,52.65,8.77,394.84,2816.53,52.65,3264.02,61.42
5.39,161.55,172.32,1647.82,2837.91,1389.34,5875.07,339.26
0,5.15,133.96,417.33,1787.83,87.59,2292.75,139.11
5.57,175.39,579.08,1044.02,4963.95,556.81,6564.78,760.04
9.88,79.03,181.12,1738.76,4674.56,433.04,6846.36,270.03
4.56,173.22,793.18,1992.07,3455.35,355.56,5802.98,970.96
0,185.23,179.78,730.01,4134.89,528.44,5393.34,365.01
0,89.26,494.97,1135.99,3334.96,681.6,5152.55,584.23
6.56,45.95,157.54,577.66,2599.45,105.03,3282.14,210.05
0,42.17,16.87,497.64,2791.84,151.82,3441.3,59.04
0,25.07,50.14,459.6,1311.94,325.9,2097.44,75.21
0,61.28,61.28,333.63,2505.62,146.39,2985.64,122.56
44.9,848.7,2083.42,2595.38,4604.89,1968.99,9169.26,2977.02
14.44,1401.09,1016.87,1949.97,5309.68,2510.4,9770.05,2432.4
27.74,709.86,365.33,2747.57,5860.05,1280.18,9887.8,1102.93
2.28,43.27,145.74,1184.17,3426.13,343.87,4954.17,191.29
0,18.54,118.64,622.85,1953.81,159.42,2736.08,137.18
0,81.89,154.69,900.82,3475.89,609.65,4986.36,236.58
6.21,312.7,904.97,2323.51,3236.76,2030.48,7590.75,1223.88
3.17,47.61,263.46,577.7,1641.06,247.59,2466.35,314.24
6.48,132.85,759.83,1808.05,4939.73,398.55,7146.33,899.16
15.09,236.44,940.74,1121.84,5911.06,699.27,7732.17,1192.27
0,40.09,365.24,1247.16,2636.85,249.43,4133.44,405.33
0,24.32,34.05,243.19,1478.6,194.55,1916.34,58.37
4.11,297.71,1197,1885.84,5698.59,426.03,8010.46,1498.82
11.21,330.02,462.45,1223.37,3900.1,366.56,5490.03,803.68
0,0,47.01,302.22,3727.33,67.16,4096.71,47.01
50.42,1985.69,1386.62,4848.97,4713.31,2180.18,11742.46,3422.73
0,0,0,212.38,1221.21,159.29,1592.88,0
18.06,594.18,663.58,1290.08,2076.3,1139.87,4506.25,1275.82
0,15.2,45.6,339.5,1611.35,177.35,2128.2,60.8
7.37,309.75,228.68,1683.8,7100.74,867.9,9652.44,545.8
1.7,50.98,83.28,540.44,1638.31,446.97,2625.72,135.96
0,38.33,569.52,1188.32,4736.87,169.76,6094.95,607.85
7.22,377.65,378.0046049,2047.03,3139.7,1017.5,6204.23,762.8746049
21.53,271.33,2510.87,1322.19,4358.5,284.25,5964.94,2803.73
0,0,726.51,524.7,1977.72,32.29,2534.71,726.51
5.08,162.61,772.4,1006.15,2871.08,142.28,4019.51,940.09
0,47.36,69.22,633.93,3053.05,353.4,4040.38,116.58
0,0,98.73,215.4,996.23,116.68,1328.31,98.73
0,174.01,1252.86,954.56,1924.03,676.15,3554.74,1426.87
0,26.49,61.81,485.65,4927.15,317.88,5730.68,88.3
11.27,222.3,312.45,120.88,4505.41,322.69,4948.98,546.02
34.34,873.3,1436.88,2717.1,5299.3,1904.84,9921.24,2344.52
10.79,80.94,491.02,930.77,3528.84,178.06,4637.67,582.75
0,45.11,120.29,862.07,4029.67,150.36,5042.1,165.4
5.93,388.15,747.65,1065.68,1771.85,1157.53,3995.06,1141.73
10.37,465.18,243.51,918.34,2507.7,1019.9,4445.94,719.06
10.38,121.6,197.22,1362.77,3548.55,570.91,5482.23,329.2
0,14.88,81.83,409.17,1621.78,156.23,2187.18,96.71
0,6.21,74.54,385.12,2639.92,155.29,3180.33,80.75
2.69,58.28,225.03,581.86,1696.27,308.41,2586.54,286
0,32.95,56.91,593.06,5181.81,401.37,6176.24,89.86
38.69,552.76,1398.49,2421.09,6771.32,641.2,9833.61,1989.94
13.1,451.9,969.28,1986.6,5280.85,440.98,7708.43,1434.28
4.98,144.13,449.54,730.88,2600.49,487.82,3819.19,598.65
0,15.35,99.75,544.77,2040.97,53.71,2639.45,115.1
0,42.71,138.18,567.81,1922.01,266.32,2756.14,180.89
5.86,166.9,207.89,831.55,1601.62,603.17,3036.34,380.65
5.41,102.75,573.25,992.37,5502.68,267.7,6762.75,681.41
0,35.08,70.15,403.38,1346.94,147.32,1897.64,105.23
6.28,81.63,464.68,1161.7,2361.07,138.15,3660.92,552.59
21.83,291.06,542.09,534.82,1302.48,800.41,2637.71,854.98
0,23.71,272.61,1179.33,2246.06,231.12,3656.51,296.32
5.37,69.85,64.48,569.56,3229.27,53.73,3852.56,139.7
0,33.47,58.57,284.5,1355.54,125.51,1765.55,92.04
0,0,6.54,765.51,2420.83,85.06,3271.4,6.54
21.82,696.01,2605.11,2526.56,8356.42,741.82,11624.8,3322.94
13.54,27.07,94.75,392.55,1807.11,40.61,2240.27,135.36
0,22.77,154.84,610.26,2941.98,186.72,3738.96,177.61
2.93,111.28,547.6,957.57,3759.99,553.46,5271.02,661.81
22.42,593.04,1106.32,1964.73,4846.13,546.18,7357.04,1721.78
0,0,53.51,267.54,3210.52,191.1,3669.16,53.51
12.72,187.66,512.09,1529.9,3826.34,248.09,5604.33,712.47
24.57,458.48,1378.03,2033.1,5113.13,1458.22,8604.45,1861.08
0,75.44,181.05,1372.96,2783.65,113.16,4269.77,256.49
0,50.87,165.33,712.2,2508.58,397.43,3618.21,216.2
14.39,0,71.95,647.58,2403.22,79.15,3129.95,86.34
0,61.8,67.42,488.82,1899.09,379.26,2767.17,129.22
0,13.59,6.8,237.88,1135.05,129.14,1502.07,20.39
0,35.1,936.06,544.08,2269.94,152.11,2966.13,971.16
6.25,124.99,243.73,1012.44,1824.89,212.49,3049.82,374.97
0,203.97,141.21,998.95,3195.61,732.22,4926.78,345.18
0,18.81,319.81,369.98,2125.79,87.79,2583.56,338.62
0,0,116.1,334.37,1332.84,69.66,1736.87,116.1
0,36.38,28.29,250.6,897.3,76.8,1224.7,64.67
34.31,41.18,178.44,1152.98,3383.43,336.28,4872.69,253.93
6.24,122.72,24.96,773.74,2986.81,418.07,4178.62,153.92
0,299.82,146.42,543.86,12187.98,1673.41,14405.25,446.24
12.64,160.07,534.96,2788.54,6065.71,585.51,9439.76,707.67
80.35,1053.46,844.56,2274.93,4478.87,1941.75,8695.55,1978.37
20.88,1049.77,1804.3,4849.24,4559.96,1309.24,10718.44,2874.95
10.31,508.49,359.03,1302.14,1602.76,1169.86,4074.76,877.83
2.99,317.76,166.35,823.78,1721.27,1152.49,3697.54,487.1
8.1,166,485.85,931.21,4085.19,149.8,5166.2,659.95
0,23.31,34.97,543.96,1227.8,349.69,2121.45,58.28
1.62,34.09,103.9,608.78,2396.14,259.74,3264.66,139.61
5.16,299,572.22,1000.1,4175.69,840.29,6016.08,876.38
1.8,39.5,389.64,608.71,1502.91,682.32,2793.94,430.94
20.37,575.34,422.05,2369.29,4815.22,745.62,7930.13,1017.76
0,14.86,79.26,921.43,1813.14,168.43,2903,94.12
19.18,398.51,1683.54,2075.65,5824.19,916.36,8816.2,2101.23
5.67,5.67,73.7,1054.48,3503.6,102.05,4660.13,85.04
2.85,15.68,32.78,530.25,3117.38,124.01,3771.64,51.31
0,44.43,210.46,650.09,4410.35,149.66,5210.1,254.89
22.6,293.79,436.91,1521.66,4301.32,572.5,6395.48,753.3
0,56.85,170.54,780.36,3379.84,180.88,4341.08,227.39
0,0,87.31,230.18,1381.06,39.69,1650.93,87.31
21.06,637.58,1361.33,2000.82,7003.84,720.87,9725.53,2019.97
3.3,113.89,257.49,1185.13,3043.71,597.52,4826.36,374.68
0,29.92,460.77,670.22,2579.14,191.49,3440.85,490.69
11.08,138.51,371.21,1263.23,3058.34,448.78,4770.35,520.8
1.55,109.78,136.06,844.22,3718.59,620.02,5182.83,247.39
10.6,259.63,694.11,2347.27,5129.02,381.5,7857.79,964.34
0,50.73,160.65,634.14,3280.63,152.19,4066.96,211.38
16.44,608.55,390.78,2043.9,4548.25,1106.89,7699.04,1015.77
0,108.92,422.53,1451.62,2069.44,922.05,4443.11,531.45
8.05,1095.18,1417.3,2029.31,6756.32,4968.59,13754.22,2520.53
0,17.62,132.18,907.65,4229.82,140.99,5278.46,149.8
0,66.53,373.61,762.58,3674.7,153.54,4590.82,440.14
10.91,316.52,619.39,1101.67,3018.5,783.1,4903.27,946.82
0,39.38,157.51,574.89,2331.08,110.25,3016.22,196.89
0,99.85,570,898.69,6215.94,224.67,7339.3,669.85
0,350.94,379.4,673.43,10822.35,844.16,12339.94,730.34
5.95,104.1,365.82,1106.39,2456.65,383.67,3946.71,475.87
25.72,162.6125971,378.0046049,1558.06,3550.01,1586.72,6694.79,566.337202
0,35.15,234.36,628.86,3163.82,1093.66,4886.34,269.51
21.07,242.33,173.85,4067.01,6606.26,479.4,11152.67,437.25
0,52.2,3.73,244.2,1783.98,436.21,2464.39,55.93
2.13,269.58,685.14,989.88,3799.68,1031.43,5820.99,956.85
0,93.69,144.13,763.91,3617.76,115.31,4496.98,237.82
0,24.44,73.32,265.36,984.64,132.68,1382.68,97.76
5.72,307.64,384.91,1549.64,4099.47,1001.62,6650.73,698.27
0,18.61,155.12,477.76,2953.4,186.14,3617.3,173.73
