population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct65up,pctUrban,medIncome,pctWInvInc,pctWSocSec,PctPopUnderPov,PctNotHSGrad,PctUnemployed,PctOccupManu,PctOccupMgmtProf,MalePctNevMarr,TotalPctDiv,PctFam2Par,PctKids2Par,PctWorkMomYoungKids,PctKidsBornNeverMar,PctImmigRec5,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,MedYrHousBuilt,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentMedian,RentQrange,MedRentPctHousInc,MedOwnCostPctIncNoMtg,PopDens,PctUsePubTrans
54523,2.58,1.27,88.19,0.99,2.23,14.46,10.26,100,25740,44.5,24.57,13.65,15.07,5.21,11.29,26.3,30.05,11.54,72.67,70.31,67.14,2.62,29.09,94.11,0.58,4.6,60.63,2.86,48.66,3,1967,0.24,56800,30500,335,193,26.6,12.9,1489.4,0.46
15392,3.2,4.17,59.91,31.11,12.16,16.96,5.24,100,54364,50.34,12.22,5.89,11.15,2.5,7.78,36.65,31.95,8.12,83.33,79.48,64.29,0.88,18.96,63.94,6.41,6.93,76.5,8.29,26.48,3,1971,0.12,306500,104900,729,209,27.5,11.2,8169.9,0.67
37093,2.78,0.77,91,7.42,2.42,12.17,11.83,100,59020,69.37,23.06,1.71,7.79,2.42,4.91,45.2,25.34,6.45,89.47,89.92,50.93,0.48,15.25,82.66,1.99,3.76,87.71,1.08,29.18,3,1963,0,235600,168000,694,408,24.2,12,2996.2,9.71
12743,3.41,0.24,55.84,3.11,60.37,16.12,10.45,0,22032,27.11,29.37,22.58,50.72,14.95,15.91,15.63,30.23,8.21,72.43,67.29,48.17,3.93,27.48,47.05,16.08,15.54,57.06,21.94,52.95,2,1967,1.07,67500,33100,296,153,30,11.9,4583.8,0
16444,2.57,5.38,91.2,1.96,8.65,14.36,9.02,100,37156,53.81,18.82,6.67,7.82,2.92,5.66,40.73,29.53,11.42,74.99,74.49,73.71,1.34,23.62,86.85,1.44,2.48,64.96,2.23,45.14,3,1977,0.15,100100,77500,443,121,26.5,12.9,3209.2,0.84
20469,2.4,0.19,97.51,0.75,2.37,13.98,11.76,0,25787,41.14,24.17,13.15,14.69,4.24,15.58,26.85,29.85,15.17,70.49,69.46,66.48,1.86,10.83,96.14,0.36,3.1,57.18,2.96,52.32,2,1969,0.5,68800,38900,369,154,26.7,15.5,1470.9,0.4
17199,2.71,1.72,94.97,3.05,1.92,10.1,10.59,90.8,70000,71.9,17.4,1.52,6.81,2.86,3.88,51.15,28.01,7.89,91.41,90.17,50.05,0.27,13.34,89.65,1,2.65,86.58,0.3,36.44,3,1977,0.23,287500,169700,943,625,25.1,12.7,691.9,5.87
46080,2.68,0.86,94.07,1.27,4.53,16.43,9.91,100,24955,41.33,25.24,15.34,16.93,6.09,14.69,27.68,27.78,11.55,76.98,78.33,63.73,1.23,27.22,94.92,0.28,8.44,69.39,3.05,46.2,3,1961,0.39,51300,30300,234,123,24.5,11.5,1610.3,3.05
11804,2.28,4.35,91.05,1.06,5.69,10.89,23.42,0,16600,26.22,49.6,22.15,38.79,12.8,15.05,17.56,19.44,17.75,55.92,50.72,51.14,2.34,8.85,94.94,0.19,4.53,62.24,6.51,78.1,2,1971,0.49,68200,43600,323,143,34,14.6,1101.9,0.57
40775,2.58,28.59,69.89,0.92,1.55,14.11,13.11,100,21174,30.34,29.44,20.32,25.24,7.69,14.95,26.8,30.39,16.27,60.68,55.52,61.52,5.55,15.48,95.62,0.41,5.07,58.12,4.05,50.37,2,1965,0.29,52100,37900,274,140,25.9,12.4,1740.1,0.2
17648,2.65,7.73,86.42,0.16,9.5,14.82,12.53,0,25385,38.49,30.83,14.66,26.83,10.08,28.65,18.25,29.35,13.26,65.47,63.43,64.27,3.22,16.59,92.49,1.03,5.84,62.5,2.27,43.15,3,1941,0.37,48400,23000,266,130,24,12.3,2753.9,0.53
37819,2.57,1.72,95.56,1.92,1.67,14.51,10.54,0,39087,59.98,23.69,9.26,11.52,4.97,7.02,43.51,28.34,8.53,82.21,82.29,52.51,1.01,29.29,94.49,0.4,3.03,75.19,1.05,36.29,3,1964,0.08,74200,59900,370,167,25.2,11.2,1341.7,0.29
18827,2.59,48.1,51.62,0.16,0.4,14.29,16.39,0,16997,27.96,40.81,30.18,36.81,9.03,16.96,26.1,29.67,13.13,54.87,46.84,56.77,9.97,25.58,96.86,0.34,8.25,59.89,4.89,40.02,3,1957,1.16,42400,36600,168,147,27.4,13.8,1180.5,0
67153,2.67,55.3,39.76,1.84,7.8,12.81,13.13,100,34850,34.21,28.42,11.8,29.22,7.41,11.64,27.42,37.7,11.96,57.46,50.89,60.28,9.55,24.01,80.18,4.15,8.48,41.6,8.62,66.37,2,1939,0.54,227200,122800,480,272,24.5,16.6,14786.2,25.7
30601,2.41,3.25,95.34,0.51,1.44,11.08,16.17,100,32002,50.91,32.82,4.78,15.17,3.91,12.09,26.24,21.15,11.53,76.36,74.31,70.11,1.26,9.37,96.69,0.34,2.46,79.07,0.8,34.08,3,1962,0.15,63900,26800,352,133,23.1,11.4,2981.4,0.96
16609,3.11,49.86,48.46,0.67,1.24,25.63,11.51,0,14509,24.72,28.39,39.79,32.7,14.52,13.25,25.35,47.58,11.04,51.34,42.01,64.64,12.57,20.41,97.09,0.34,8.31,54.32,5.7,44.54,3,1967,0.53,49800,36800,207,157,35.1,15.8,1585.4,0
10453,2.62,3.2,95.56,0.72,0.47,12.92,11.22,0,27095,39.75,24.81,8.65,25,1.93,15.17,24.3,21.87,13.33,74.48,73.3,61.07,0.94,14.29,97.5,0.25,2.96,57.73,2.3,52.22,2,1965,0.17,69800,35900,333,115,23.5,11.1,1087.9,0.14
24699,2.52,22.12,75.92,0.56,1.16,14.38,17.32,0,18743,27.22,37.27,25.43,34.74,8.5,20.96,22.35,25.73,13.34,64.79,58.47,59.89,4.92,54.19,96.89,0.46,4.31,57.99,3.71,50.08,2,1965,0.73,37100,35300,261,150,29.8,14.1,876.6,0
17084,2.5,0.42,97.93,1,3.1,10.14,15.73,100,43109,58.57,34.1,3.42,22.97,3.95,11.75,32.61,28.51,7.51,83.95,82.79,53.38,0.41,16.22,83.48,2.28,3.51,71.08,1.33,46.79,3,1947,0.3,191000,71500,667,232,26.6,15.7,4854.5,3.69
30544,2.84,20.83,75.97,1.13,4.98,15.06,5.88,100,45550,41.93,12.28,3.98,12,4.11,8.28,34.96,22.49,10.56,80.68,79.11,73.79,1.81,10.6,94,0.64,3.71,73.81,2.82,28.21,3,1981,0.27,95700,44100,428,174,23.5,12.9,1365.5,0.78
15333,2.74,0.67,98.15,0.56,1,13.82,8.57,0,35301,54.29,21.35,3.13,16.07,2.75,15.89,25.41,27.17,9.73,77.92,78.09,76.75,1.94,10.12,96.18,0.27,3.88,61.95,1.57,40.4,3,1970,0.09,74400,27800,433,128,23.6,12.7,2105.1,0.24
32188,2.81,2.33,96.7,0.56,0.83,15.35,7.58,100,38068,42.88,16.2,4.49,16.66,3.69,11.03,30.94,22.58,10.34,82.54,80.04,69.71,0.85,33.72,96.97,0.27,2.95,76.51,1.04,27.86,3,1975,0,86300,50500,399,145,25.3,11.9,1407.8,1.08
46194,2.28,20.12,77.74,0.63,6.76,9.11,27.21,100,28824,50.14,45.65,9.59,26.93,5.26,8.72,24.55,24.14,10.86,65.86,58.86,65.41,4.87,25.09,83.66,2.88,5,74.16,4.84,72.66,2,1976,0.33,79400,40800,537,198,28.1,11.9,2945.3,1.04
15616,2.83,0.79,96.23,2.5,1.9,10.82,7.24,0,61524,61.48,14.7,2.31,10.04,2.46,7.33,39.63,23.73,7.12,91.65,90.57,52.99,0.73,23.45,92.59,0.34,3.73,87.81,0.6,35.41,3,1982,0.39,211600,125800,742,375,24.4,15.8,398.2,1.55
15116,2.45,0.23,98.08,0.58,0.69,14.71,14.42,0,27373,49.97,30.7,8.7,15.93,4.19,10.15,31.8,33.7,12.44,74.12,73.84,61.91,1.42,2.77,96.13,0.27,4.05,66.44,0.99,45.03,3,1949,0.57,64700,36900,389,178,27.1,13.8,1838.9,0.83
10486,2.69,3.73,93.69,0.74,4.5,13.75,8.38,100,44130,49.41,18.19,7.64,13.65,4.58,5.83,41.77,21.78,9.47,83.3,81.14,53.41,0.77,11.37,94.1,0.98,3.39,70.97,3.03,36.17,3,1980,0.16,118600,75600,441,260,24.5,12.5,690.4,0.56
41036,2.54,45.35,53.97,0.44,0.57,14.6,14.76,0,18004,27.3,33.93,27.76,31.39,9.45,14.82,24.85,31.15,14.29,54.92,48.53,65.4,9.15,20.21,97.61,0.13,6.2,58.4,4.22,45.87,3,1961,0.98,45900,35600,213,171,26.5,12.9,1111.6,0.52
14044,2.17,0.48,98.32,0.58,2.03,8.94,28.94,100,18514,42.53,49.05,14.61,32.74,5.97,11.33,21.43,20.47,13.98,65.16,62.76,64.56,1.71,3.71,92.14,0.68,2.2,64.29,2.12,82.39,2,1974,0.2,50400,25800,314,79,29.5,11.2,3224.1,0
15254,2.6,5.43,92.39,1.49,1.62,10.9,16.15,93.23,37461,62.87,34.75,3.65,16.98,2.17,10.71,30.89,32.84,10.35,80.66,78.14,59.9,0.95,27.63,94.25,0.61,1.81,74.86,0.56,39.94,3,1963,0.13,85400,39400,434,203,23.7,10.8,1431.1,1.1
36291,3.29,56.07,39.68,1.92,5.3,16.24,6.63,100,47121,38.61,21.51,4.47,15.27,5.61,13.08,25.62,31.31,9.98,75.95,66.38,76.53,4.06,11.7,88.56,1.27,10.09,92.36,2.68,7.02,3,1964,0.2,95800,34000,699,218,28.8,13.5,4547.1,4.94
12454,2.51,2.03,91.38,4.24,9.56,10.49,12.44,100,42464,51.45,26.99,5.1,21.54,4.59,11.11,30.53,33.83,8.07,80.93,78.46,59.44,2.15,17.43,81.65,2.61,5.87,62.65,2.92,54.47,2,1939,0.18,172800,47000,641,241,27.1,13.6,6943.6,12.87
10764,2.62,1.2,96.79,0.76,1.37,14.08,11.06,67.6,30200,43.97,29.35,11.94,24.27,8.18,19.45,21.21,23.81,13,77.13,74.77,62.43,1.57,27.08,95.74,0.28,3.24,84.08,1.83,42.82,3,1959,0.61,50000,40400,314,139,26.4,14,322.2,0
19821,2.87,0.46,98.47,0.81,0.83,13.98,11.26,95.18,60274,60.08,25.74,2.64,5.83,5.9,5.07,45.56,30.22,6.27,86.79,86.72,52.99,0.5,5.41,94.79,0.27,4.69,87.64,0.27,26.64,3,1953,0.17,241300,139900,662,446,26.1,14.7,851.4,9.33
23146,2.53,37.7,61.68,0.32,0.48,13.35,16.62,0,19205,32.97,34.84,24.83,32.44,7.53,17.68,23.44,25.2,12.73,62.36,55.34,60.25,6.64,11.05,97.87,0.44,5.22,63.43,4.23,49.87,3,1957,0.43,42300,35100,197,140,28.1,14,1429.8,0.2
16121,2.54,0.61,98.44,0.57,0.48,13.31,12.16,100,29833,39.37,27.08,9.67,21.1,4.97,16.9,21.16,27.83,11.7,71.97,70.01,69.31,1.69,9.02,91.07,1.08,2.63,64.08,1.01,50.26,2,1951,0.2,105800,41200,448,207,26.8,13,922.6,2.09
26454,2.94,34.81,51.25,0.51,23.22,16.57,9.71,100,22224,24.14,26.71,26.23,42.12,11.79,22.82,18.63,41.49,13.73,48.4,43.56,53.1,17.03,39.83,74.85,5.54,12.2,35.2,9.49,57.77,2,1939,0.85,103100,44700,452,194,33.2,17.1,6681,3.99
17625,2.58,0.41,99.05,0.36,0.34,11.95,17.48,0,31503,56.52,35.89,7.56,20.07,5.17,15.44,28.93,24.59,7.62,82.89,81.96,56.83,0.73,0,95.23,0.37,2.46,84.34,0.56,32.85,3,1958,0.17,63000,35100,308,154,23.9,11.6,788.6,0.26
36701,2.55,20.01,76.76,1.5,7.36,11.36,17.89,100,35911,47.87,35.94,5.63,31.78,6.69,18.8,19.77,31.38,9.33,73.35,69.1,56.98,3.99,18.53,74.38,4.38,4.9,64.64,3.18,48.67,3,1953,0.1,151800,49300,528,226,25.1,15.4,3278.7,5.81
80277,2.73,18.75,77.28,1.87,2.68,22.64,9.28,100,23207,40.35,23.76,26.23,20.41,9.17,13.01,28.8,49.1,12.06,57.08,53.51,58.67,9.05,38.52,92.82,0.84,5.65,50.72,3.25,55.9,2,1953,0.25,48600,40400,357,174,30.1,14.4,3153.6,2.49
16925,2.68,19.14,76.84,2.43,2.69,13.5,10.24,100,25982,28.77,27.51,11.95,35.51,6.32,23.11,12.53,27.34,15.97,65.51,59.6,61.34,3.64,27.33,94.47,0.77,4.91,57.26,4.57,52.95,2,1961,0.69,54000,18500,376,99,28.6,13,1900.8,2.33
14852,2.8,4.11,84.71,9.27,4.78,11.38,9.57,100,61271,67.04,17.14,3.1,10.16,2.5,4.29,45.8,30.42,8.51,85,81.76,60.14,1.38,38.92,79.61,4.69,5.01,79.65,3.15,14.78,3,1962,0,208600,74400,759,341,27.1,11.9,3285.8,8.94
28870,2.81,4.58,91.47,3.53,2.04,12.02,11.98,100,66760,68.6,24.11,1.79,8.81,2.99,4.74,49.04,26.78,5.66,89.45,88.09,51.9,0.53,24.52,88.45,1.29,3.59,85.49,0.64,20.17,3,1946,0.12,257300,147500,753,415,24.3,13.8,4138.5,11.58
10946,2.84,3.77,80.2,5.87,18.19,13.38,8.32,100,45127,43.01,17.94,3.64,12.4,4.24,10.1,38.54,26.07,11.52,79.44,76.43,57.48,2.82,16.22,84.27,0.74,5.9,73.65,4.54,33.7,3,1974,0.2,137000,56500,609,236,24.7,10.1,3047.3,0.66
83995,3.53,26.14,34.72,24.97,27.87,16.01,7.57,100,43882,32.58,20.71,6.95,28.65,7.17,17.05,21.14,34.56,10.68,76.49,65.66,67.01,3.8,19.19,58.38,7.02,18.36,78.39,20.72,43.71,3,1965,0.41,188100,71300,648,343,28,11.2,4303,2.42
37319,2.12,1.04,98.45,0.24,1.5,6.03,48.23,88.74,23028,59.46,72.15,4.57,38.7,7.32,12.5,20.26,14.11,4.41,83.83,80.1,64.15,0.51,0.37,87.18,1.6,2.1,92.72,0.52,74.79,2,1979,0.42,103100,38600,568,320,35.1,15.5,839.6,1.92
31258,2.62,6.81,91.94,0.52,2.15,11.94,16,0,22271,40.95,36.19,13.8,31.67,8.96,17.52,20.94,35.8,11.37,63.86,63.17,63.19,4.21,4.85,90.4,1.24,4.86,57.06,1.38,44.72,3,1939,0.38,53600,29500,312,151,28.7,16,3596.7,2.97
11796,2.81,0.7,98.16,0.76,0.86,13.17,6.82,100,36415,44.93,17.91,4.18,18.87,4.05,11.98,29.63,22.06,9.8,81.3,79.57,59.22,1.2,25.44,96.62,0.2,3.06,73.27,1.36,24.41,3,1972,0,72800,40500,444,159,22.4,11,1320.6,0.51
47217,2.64,3.85,92.82,1.75,9.98,12.46,8.46,100,36843,38.53,19.32,7.77,19.32,4.66,8.95,27.69,27.29,13.64,76.49,73.84,59.89,2.1,24.35,84.18,2.08,3.49,75.71,4.32,51.08,2,1979,0.4,106600,75000,498,209,26.3,11.3,1411.1,0.49
18666,2.43,0.85,97.55,0.9,1.18,12.33,15.81,0,26680,43.78,33.12,11.93,19.67,5.91,12.84,26.34,31.93,13.48,64.83,64.84,60.41,2.99,27.71,94.63,0.48,3.01,61.26,1.07,49.2,3,1942,0.36,110300,48800,386,191,27.8,13.3,829.1,0.74
22124,2.42,4.14,95.21,0.43,0.46,12,18.22,100,28261,50.13,38.56,9.48,26.07,6.7,22.82,18.7,23.92,9.32,76.39,74.61,52.45,1.14,1.46,90.62,0.92,2.3,75.98,0.81,38.82,3,1955,0.05,48400,30600,239,109,21.4,11.8,1190,0.91
14192,2.39,15.78,83.6,0.28,0.54,13.13,16.08,0,21372,27.19,33.86,17.55,41.63,5.11,33.61,18.14,27.2,14.15,61.42,56.02,73.82,4.97,0,97.78,0.21,2.89,63.85,2.09,48.85,3,1961,0.76,47600,38400,232,133,25.4,13,1008.8,0.21
10444,3.02,0.41,98.89,0.39,0.45,15.65,5.97,100,35951,35.14,18.26,5.82,23.12,3.74,17.67,20.54,23.61,9.45,79.67,78.17,71.02,2.2,18.42,98.33,0.07,5.63,78.54,2.08,40.8,3,1973,0.35,64400,21600,357,108,24,12.4,614.6,2.61
19382,2.46,2.92,79.24,9.09,19.38,10.87,10.09,100,36222,40.13,21.53,10.68,20.68,4.7,10.32,28.61,32.07,15.92,69.15,65.57,51.66,3.61,23.3,75.81,5.16,5.13,45.04,8.72,67.22,2,1962,0.23,292400,147100,645,273,27.4,11.7,9868.6,2
49938,2.65,1.52,96.79,1.03,2.31,11.88,12.78,100,44142,54.56,28.5,3.72,18.1,5.5,11.5,29.36,30.76,9.4,81.89,78.92,60.23,1.65,12.52,92.42,0.64,4.03,79.93,1,37.39,3,1955,0.23,172400,59900,656,311,26.1,14.2,2135.7,2.79
44962,2.41,8.9,89.54,0.68,1.73,13.66,12.11,100,26272,37.7,28.81,16.45,25.97,8.22,20.35,20.46,25.45,15.55,65.16,62.3,59.71,2.83,7.29,96.39,0.63,3.5,65.28,1.87,51.24,2,1954,0.29,42400,27700,276,131,26.1,12.7,3013.5,0.12
14096,2.39,17.37,81.92,0.16,1.04,13.41,16.01,100,18519,30.35,31.76,21.01,28.76,7.44,12.75,25.21,25.36,14.84,61.9,56.59,67.83,5.03,39.86,97.49,0.13,4.15,55.81,4,57.64,2,1959,0.67,45700,37600,240,131,27.7,13.7,1896.7,0
15134,2.53,0.35,97.58,0.44,0.59,12.83,14.34,0,27111,48.3,31.8,9.53,21.86,4.52,17.56,22.21,28.04,8.87,77.69,76.23,71.96,1.59,12.4,96.02,0.34,3.32,76.32,0.99,47.82,3,1958,0.39,64600,34400,284,178,26,12.4,419.1,1.02
60167,2.25,1.6,87.04,6.83,11.5,8.78,6.69,100,51913,49.55,12.87,5.59,9.58,3.38,5.48,42.6,42.32,15.62,70.93,69,62.36,3.45,24.77,84.14,2.7,3.22,49.23,4.11,60.63,2,1966,0.46,348300,122500,828,308,25.4,11.8,9250.8,1.41
14903,2.35,27.56,71.41,0.38,1.96,11.77,21.61,0,20213,36.06,42.96,19.62,33.58,7.76,14.4,21.31,23.83,14.22,57.25,50.73,59.78,5.39,24.12,94.86,0.65,4.2,54.11,4.16,62.53,2,1971,0.31,54900,34300,275,151,25.6,11.5,1604.5,0.67
20463,2.67,0.18,97.58,1.74,0.88,13.4,11.81,0,27824,38.37,28.73,10.4,27.39,7.09,24.25,18.43,25.02,11.25,73.92,72.94,61.19,2.37,10.35,81.13,1.43,4.32,67.51,1.95,47.68,3,1960,0.31,94400,37700,406,162,28.5,13.8,413.2,0.74
15026,2.53,1.28,98.06,0.41,0.48,16.54,14.53,0,20950,39.01,32.44,17.68,24.71,6.82,12.97,31.99,30.24,12.36,68.64,68.03,61.38,2.25,29.03,97.82,0.35,3.07,62.25,1.13,45.27,3,1941,0.42,46400,34200,230,115,25.1,12.5,1885,0.95
30576,2.45,0.52,96.17,2.69,1.56,12.3,9.99,100,51499,62.18,18.75,3.69,3.44,3.01,3.66,49.91,23.77,11.85,83.13,83.84,53.46,0.74,26.22,93.22,0.38,2.33,74.65,0.7,36.77,3,1974,0.12,142600,103200,573,242,23.8,12.8,3094.7,3.1
133850,2.34,2.88,86.07,4.86,11.11,12.38,10.86,100,28388,36.04,21.87,11.52,18.06,5.5,10.43,24.98,33.52,18.67,68.12,65.38,65.79,3.01,34.48,84.06,3.25,4.87,45.77,6.67,64.77,2,1973,0.65,109600,59900,419,180,26.9,12.2,2247,5.12
26542,2.66,0.57,98.69,0.57,0.66,11.37,15.5,86.82,32596,42.88,33.06,6.73,33.24,5.1,14.73,22.94,28.28,8.75,80.8,78.09,54.17,1.26,6.97,88.8,1.31,3.22,79.75,1.07,41.03,3,1965,0.16,133000,57600,398,307,26.7,14.6,1082.6,1.69
27973,2.91,2.77,81.67,13.29,6.17,14.07,3.94,100,42822,43.98,10.73,2.7,15.79,4.16,14.56,25.97,31.37,8.6,85.17,83.34,63.61,1.11,21.56,79.41,3.51,7.39,76.79,3.35,47.74,3,1975,0.24,105500,35100,563,140,24.3,12.4,5254.1,3.81
139426,2.54,14.97,81.13,1.54,4.19,13.31,12.83,100,28282,41.48,28,13.35,25.24,6.11,18.66,24.86,29.78,12.82,66.76,63.79,60.04,5.7,19.27,91.16,1.52,4.62,64.07,2.56,50.02,2,1955,0.32,56300,33800,291,145,24.6,13.1,2992.2,1.55
36955,4.1,3.54,63.92,7.84,74.86,18.71,5.66,100,33273,17.39,20.83,14.02,49.37,9.23,26.84,13.06,39.35,10.37,72.33,60.5,48.48,5.27,28.02,33.11,17.59,26.78,63.4,32.6,47.08,3,1959,1.02,155400,43700,547,287,31,11.7,10219.9,5.22
60569,2.14,1.05,90.6,6.68,4.74,9.6,19.52,100,45529,65.31,33.09,3.81,5.64,3.27,4.36,45.37,27.47,11.39,79.05,79.33,57.5,1,21.74,86.24,1.75,2.35,71.49,1.64,57.28,2,1970,0.22,291500,146300,675,286,27.3,11.9,3028.4,12.57
37060,2.52,0.13,93.05,5.98,0.65,12.47,15.05,100,25505,55.74,34.08,11.7,24.61,3.99,17.55,25.19,27.96,9.04,77.72,78.58,60.33,1.59,49.58,91.75,2.02,4.81,66.14,2.54,44.52,3,1948,0.62,51000,27300,301,141,24.5,13.5,2538.7,2.03
81177,2.48,3.04,92.46,4.19,1.01,11.05,15.14,100,32356,50.44,32.28,6.99,19.96,4.78,9.63,29.61,33,8.53,79.79,79.74,55.65,1.83,25.46,88.18,2.47,5.91,74.08,1.96,38.24,3,1944,0.13,92600,49600,449,151,26.2,14.6,9963.3,15.22
12361,2.68,0.83,94.56,2.48,5.39,9.42,4.05,0,43379,53.9,10.8,4.65,7.72,3.24,6.46,42.59,21.94,10.78,84.34,85.54,65.64,0.24,10.25,94.34,0.57,3.04,81.34,1.32,37.6,3,1981,0,97700,39500,483,256,25.1,13.9,1555.2,3.33
85351,2.93,2.1,92.56,4.84,1.79,13.87,4.99,100,60979,65.28,11.83,1.52,4.54,2.38,3.09,46.85,25.19,5.81,91.43,91.6,45.77,0.5,22.04,91.69,0.66,4.31,83.76,0.68,32.12,3,1981,0.12,176500,85000,628,188,24.1,12,2948.8,9.9
19212,3.26,0.62,63.53,2.5,56.14,15.93,8.03,0,32857,28.99,21.92,11.71,36.73,10.99,17.35,18.09,31.41,10.16,75.81,71.2,62.75,4.13,22.3,53.54,12.14,13.42,55.86,16.86,45.05,3,1974,0.35,181500,80900,504,260,26.3,12.5,3283,0.28
13296,2.72,1.06,95.63,2.65,3.4,10.42,15.79,100,46082,57.86,30.69,3.77,22.79,5.56,10.69,26.45,29.1,6.68,85.13,82.07,46.75,0.45,14.63,83.58,1.02,4.89,79.5,1.31,37.07,3,1954,0.28,193300,54600,687,211,24.8,14.2,4712.2,4.4
28227,2.52,8.08,88.65,1.41,2.8,15.96,11.59,100,30534,46.51,24.97,12.47,15.88,5.96,5.71,31.79,42.44,12.17,64.32,62.75,49.97,4.64,25.12,92.04,0.93,4.5,43.35,1.45,52.94,2,1939,0.25,155000,77900,525,313,27.7,15.5,3432.9,2.08
84985,2.38,1.09,91.68,6.56,1.41,10.95,14.92,100,35858,43.35,30.09,6.82,17.25,6.92,9.2,29.66,39.75,8.95,73.73,72.84,57.34,2.15,25.86,87.51,3.01,5.58,56.83,2.23,63.03,2,1944,0.29,161100,56500,599,301,26.4,14.2,4887.1,18.15
47409,2.72,2.41,93.66,3.15,1.26,10.62,2,100,46612,53.64,5.77,2.83,4.04,3.43,8.34,35.41,27.65,9.36,83.74,84.01,72.89,2.1,26.73,94.89,0.41,3.21,74.56,1.69,43.14,3,1983,0.13,104300,49400,555,148,22.7,11.6,1419.3,2.32
38736,3.09,0.87,97.11,1.55,0.81,13.21,2.33,100,50611,55.14,6.43,2.32,4.61,3.41,9.51,32.1,22.36,7.22,88.86,88.66,76.55,0.97,16.64,95.83,0.48,3.89,91.87,0.85,23.15,3,1981,0.08,96000,39700,637,138,24.5,11.4,1138.5,1.22
41643,2.84,38.14,60.42,0.82,0.64,18.54,11.19,100,26615,27.62,26.42,16.38,37.12,6.92,22.06,21.81,36.8,11.65,61.2,54.02,73.57,8.81,11.25,96.26,0.43,6.56,54.49,5.36,51.75,2,1965,0.76,56300,41000,314,181,25.1,13.9,1736.3,0.23
89235,2.73,0.57,94.28,1.98,7.44,14.29,7.05,100,39014,48.71,16.93,6.28,11.62,5.17,11.07,29.84,25.54,11.9,77.88,76.34,68.02,1.57,21.16,93.09,0.87,3.97,76.05,1.66,30.1,3,1972,0.21,89800,30600,400,204,25.9,12,3891.3,3.07
10241,2.32,0.09,99.37,0.37,0.34,12.28,15.8,0,26640,54.45,32.83,6.46,21.34,4.21,20.5,22.32,25.27,11.23,75.61,76.52,78.79,1.13,0,95.73,0.44,3.08,69.57,0.79,44.84,3,1960,0.13,55900,24700,285,108,23.5,13.1,2460.1,0.04
27437,2.59,2.6,76.09,7.72,17.88,13.67,10.47,100,23491,29.39,23.98,18.56,25.73,11,10.39,24.35,28.36,16.73,61.7,60.4,52.54,2.34,30.43,78.92,6.26,6.74,41.07,8.55,63.29,2,1971,0.42,86300,52900,327,126,27.3,11.9,3832,0.25
72644,2.45,3.59,89.25,0.65,7.17,12.3,14.64,100,26541,36.94,31.21,10.59,38.37,7.98,24.48,18.51,32.3,11.47,68.65,66.06,66.15,3.56,20.31,71.6,7.46,4.17,50.5,2.86,57.32,2,1941,0.77,112500,39600,374,197,25.8,14.4,8027,3.18
304011,2.47,11.28,82.29,2.56,5.02,12.95,11.11,100,28024,40.19,24.48,12.47,18.13,5.8,12.75,27.69,28.45,13.58,71.36,68.77,63.96,3.68,27.56,92.73,1.32,4.7,63.1,3.91,55.85,2,1958,0.28,56700,36400,299,158,25.4,12.7,2548.6,1.15
13812,2.83,0.66,95.64,3.31,1.9,12.4,10.35,76.32,59724,62.81,25.14,2.06,11.87,2.73,7.97,38.76,29.24,7.02,87.38,85.76,60.79,0.52,14.92,88.93,0.7,4.13,88.8,0.82,27.91,3,1955,0.14,189700,87800,747,342,29.7,14.8,1101.5,3.73
34507,2.47,0.51,98.75,0.38,0.54,13.15,14,0,22430,36.62,30.97,14.11,27.19,7.71,19.87,20.52,23.2,13.45,71.34,68.98,64.33,2.14,5.73,97.63,0.33,3.49,61.71,1.49,47.68,3,1954,0.25,51700,28200,279,127,24.5,12.4,2127.6,0.1
21460,3.19,12.99,70.45,3.32,35.9,13.19,8.77,0,28611,20.58,23.29,15.73,35.87,9.73,22.15,17.4,26.09,10.96,75.2,68.59,51.28,3.96,23.43,67.1,9.26,12.25,70.08,14.5,51.41,2,1985,0.62,112700,39900,388,276,35.1,12.2,697.7,0.51
159936,2.4,1.72,87.02,4.73,9.7,13.62,12.73,99.92,22697,41.9,27.49,16.4,16.96,5.58,12.27,32.51,35.03,13.83,70.53,69.97,57.54,3.07,33.75,85.44,2.01,8.26,55.1,4.36,62.22,2,1951,0.39,67200,46100,282,135,24.9,12.7,1416.1,5.81
40153,2.97,2.44,95.6,1.07,1.59,16.23,5.35,100,39904,45.76,13.38,4.68,9.91,3.77,11.42,28.29,22.75,10.1,82.98,82.07,68.53,0.65,11.48,95.86,0.57,4.11,76.36,1.32,26.38,3,1978,0.18,76700,33600,396,144,23.6,11.8,2408.4,0.6
16512,2.84,52.91,46.31,0.39,0.48,17.45,12.95,0,18593,21.96,31.11,31.51,37.86,10.62,21.19,24.93,37.79,13.56,46.88,40.6,61.01,13.87,38.24,97.02,0.5,7.59,54.79,7.25,46.81,3,1967,2.01,44000,30300,192,176,27.4,13.9,1651.9,0.17
